id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64,12,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
435904,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1879-0844,-1,1,2/15/04,nan,{Sauer N.Szecsenyi J.Faber R.Guthrie E.Schaefert R.Herzog W.Boelter R.Wild B.Kaufmann C.Schellberg D.}
789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,10,4,1/1/00,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],eng,nan,nan,nan,28,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Int. J. Radiat. Oncol. Biol. Phys.,nan,1558-0520,33,6,1/15/10,835-40,{Lauren C Pinter-Brown}
98234,An evaluation of the effectiveness of recruitment methods: The staying well after depression randomized controlled trial,eng,nan,nan,nan,72,1,1/9/01,Sep-36,{C. L. RomanoG. MineoC. BonoraD. Romano}
823730,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,Biomed Eng Online,1532-8511,29,2,1/1/73,163-7,{So Young LeeJay L. Brand}
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,nan,nan,283,1,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
396821,The safety and immunogenicity of rotavirus vaccination in infants with intestinal failure,English,Clinical Neuropsychologist,nan,1385-4046,25,7,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
340222,Practicability and patients' subjective experiences of low-dose spinal anaesthesia using hyperbaric bupivacaine for transanal surgery,nan,The British journal of radiology,nan,nan,79,0,1/15/02,158-61,{K. FlemingK. DonatoK. Leszczynski}
