ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
460,flights,nan,Some college,11:52 a.m.,2:25 p.m.,2:27 p.m.
1185,flylouisville,AA-643-MIA-ORD,nan,Ȟ7:30 a.m.,nan,9:31 a.m.
2325,foxbusiness,UA-854-SFO-IAH,7ȣ:53 a.m.,20010101,1:39 p.m.,nan
956,flytecomm,AA-431-MIA-SFO,8:35 a.m.,20010101,11:50 a.m.,11:44 a.m.
1216,orbitz,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
1516,kdgyjj,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
770,businesstravellogue,AA-3979-CVG-ORD,7:30 a.m.,.m.a 40:8,8:00 a.m.,5:38 p.m.
1686,travelocity,CO-89-IAH-EWR,.m.a 00:6,20010101,10:20 a.m.,10:27 a.m.
131,flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
2136,wunderground,CO-45-EWR-MIA,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
1483,thgilfolleh,CO-1694-LAX-IAH,7:15 p.i.,7:15 p.m.,12:21 a.m.,12:21 a.m.
331,world-flight-tracker,nan,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
1239,ifly,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,5:55 p.m.,3:13 p.m.
467,thgilfolleh,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
2170,foxbusiness,UA-414-LAX-SFO,nan,5:56 a.m.,nan,7:17 a.m.
1639,heloifligft,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,nan,7:10 p.m.
1096,aÂa,AA-518-MIA-͙JFK,nan,6:54 c.m.,9:25 a.m.,9:28 a.m.
1131,nan,AA-59-JFK-SFO,Some college,7:39 a.m.,10:45 a.m.,11:12 a.m.
1295,panynj,CO-1023-IAH-DEN,nan,11:56 a.m.,1:17 p.mȬ.,1:14 p.m.
861,panynj,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.k.
