ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,XHP-AIM-7001-AA,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,.m.p 50:8,Alabama
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
4,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
5,ࠖbusinesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
6,flightaware,nan,10:40 a.m.,11:05 a.m.,2:45 p.m.,7:10 p.m.
7,flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
8,flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
9,flightstats,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
10,?,AA-Θ1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
11,?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
12,flytecomm,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.mȰ.,Alabama
13,foxbusiness,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,Alabama
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
16,myrateplan,nan,4:55 p.m.,11:05 a.m.,2:45 p.m.,7:10 p.m.
17,mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
18,orbitz,AA-431-MIA-SFO,8:35 a.m.,20010101,20010101,7:55 p.m.
19,?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
20,nan,AA-1007-MIA-ΘPHX,4:55 p.m.,5:08 p.m.,12:15 a.m.,7:55 p.m.
21,wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
